Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
1893,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,31-182,1993,17.2,2,29,5,17.2,1.68,0.29,0.07,0.40,20.5,1,0,0,1.7,1.7,0.06,+0.3,+0.3,Matches
1894,Alfie Pond,eng ENG,DF,Wolves,eng Premier League,20-337,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1895,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,27-143,1997,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1896,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,32-288,1992,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1897,Finn Porath,de GER,DF,Holstein Kiel,de Bundesliga,27-344,1997,15.6,0,18,6,33.3,1.16,0.39,0.00,0.00,20.6,0,0,0,0.8,0.7,0.04,-0.8,-0.7,Matches
1898,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,25-141,1999,21.1,2,34,8,23.5,1.61,0.38,0.06,0.25,22.7,3,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches
1899,Portu,es ESP,"FW,MF",Girona,es La Liga,32-256,1992,2.9,0,1,0,0.0,0.34,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
1900,Stefan Posch,at AUT,DF,Bologna,it Serie A,27-263,1997,7.9,0,2,0,0.0,0.25,0.00,0.00,,20.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1901,Tom Pouilly,fr FRA,DF,Lens,fr Ligue 1,21-228,2003,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1902,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30-231,1994,2.6,0,5,1,20.0,1.93,0.39,0.00,0.00,7.1,0,0,0,1.5,1.5,0.30,-1.5,-1.5,Matches
1903,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,23-359,2001,9.9,1,10,5,50.0,1.01,0.51,0.10,0.20,20.7,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
1904,Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23-251,2001,14.7,0,10,0,0.0,0.68,0.00,0.00,,18.1,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
1905,Matteo Prati,it ITA,MF,Cagliari,it Serie A,21-035,2003,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1906,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,32-056,1992,2.4,2,10,3,30.0,4.13,1.24,0.10,0.33,15.3,0,1,1,1.9,1.1,0.11,+0.1,-0.1,Matches
1907,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,30-023,1995,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1908,Ivan Provedel,it ITA,GK,Lazio,it Serie A,30-321,1994,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1909,Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28-263,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1910,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26-252,1998,18.2,7,36,10,27.8,1.98,0.55,0.17,0.60,18.2,0,1,1,5.5,4.7,0.13,+1.5,+1.3,Matches
1911,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,26-009,1999,4.4,0,4,1,25.0,0.91,0.23,0.00,0.00,21.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1912,Diego Pugno,it ITA,FW,Juventus,it Serie A,18-209,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1913,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,26-136,1998,13.4,6,28,13,46.4,2.09,0.97,0.14,0.31,17.1,1,2,2,6.1,4.5,0.16,-0.1,-0.5,Matches
1914,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,22-003,2003,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1915,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,21-043,2003,7.8,0,5,1,20.0,0.64,0.13,0.00,0.00,13.4,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
1916,Dani Raba,es ESP,"MF,FW",Leganés,es La Liga,29-095,1995,8.5,1,11,2,18.2,1.29,0.24,0.00,0.00,32.1,1,1,2,2.0,0.5,0.04,-1.0,-0.5,Matches
1917,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,29-304,1995,12.6,2,21,7,33.3,1.67,0.56,0.10,0.29,15.7,0,0,0,1.8,1.8,0.09,+0.2,+0.2,Matches
1918,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25-305,1999,11.3,0,10,2,20.0,0.89,0.18,0.00,0.00,23.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1919,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,eng Premier League,23-111,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1920,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,33-116,1991,19.6,1,18,5,27.8,0.92,0.25,0.06,0.20,12.8,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
1921,Antonio Raimondo,it ITA,"FW,DF",Venezia,it Serie A,20-320,2004,1.0,0,1,1,100.0,0.96,0.96,0.00,0.00,4.4,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Matches
1922,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28-295,1996,15.1,0,9,5,55.6,0.60,0.33,0.00,0.00,25.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1923,Benito Ramírez,es ESP,"DF,MF",Las Palmas,es La Liga,29-205,1995,3.6,0,6,0,0.0,1.69,0.00,0.00,,23.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1924,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,29-207,1995,13.6,7,32,16,50.0,2.35,1.17,0.22,0.44,24.0,11,0,0,2.5,2.5,0.08,+4.5,+4.5,Matches
1925,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23-226,2001,3.9,2,18,12,66.7,4.58,3.05,0.11,0.17,8.5,0,0,0,3.2,3.2,0.18,-1.2,-1.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1926,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26-263,1998,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1927,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,23-249,2001,10.6,1,13,4,30.8,1.23,0.38,0.08,0.25,16.4,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
1928,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,25-284,1999,19.3,0,6,0,0.0,0.31,0.00,0.00,,18.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1929,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21-196,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1930,Lilian Raolisoa,fr FRA,"DF,FW",Angers,fr Ligue 1,24-230,2000,4.0,0,3,1,33.3,0.74,0.25,0.00,0.00,20.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
1931,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,28-049,1996,19.3,12,68,26,38.2,3.53,1.35,0.16,0.42,19.1,10,1,1,13.2,12.4,0.18,-1.2,-1.4,Matches
1932,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,27-093,1997,10.9,4,16,9,56.3,1.47,0.83,0.25,0.44,16.4,0,0,0,1.7,1.7,0.11,+2.3,+2.3,Matches
1933,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24-349,2000,3.3,1,10,2,20.0,3.06,0.61,0.10,0.50,16.4,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
1934,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26-226,1998,19.2,1,20,4,20.0,1.04,0.21,0.05,0.25,17.9,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
1935,Raúl,es ESP,"FW,MF",Osasuna,es La Liga,24-090,2000,6.4,2,16,8,50.0,2.51,1.26,0.13,0.25,16.4,0,0,0,1.8,1.8,0.11,+0.2,+0.2,Matches
1936,David Raum,de GER,DF,RB Leipzig,de Bundesliga,26-285,1998,8.9,1,5,2,40.0,0.56,0.22,0.20,0.50,18.9,2,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches
1937,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,25-082,1999,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1938,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,28-016,1997,8.0,1,16,5,31.3,1.99,0.62,0.06,0.20,21.6,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
1939,David Raya,es ESP,GK,Arsenal,eng Premier League,29-139,1995,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1940,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,26-174,1998,4.3,0,6,1,16.7,1.40,0.23,0.00,0.00,20.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1941,Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,31-133,1993,6.0,1,10,2,20.0,1.67,0.33,0.10,0.50,13.7,0,0,0,1.6,1.6,0.16,-0.6,-0.6,Matches
1942,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,30-005,1995,0.7,0,1,0,0.0,1.48,0.00,0.00,,28.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1943,Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,18-332,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1944,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,28-047,1996,1.4,0,1,0,0.0,0.73,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1945,Bobby Reid,jm JAM,"FW,MF",Leicester City,eng Premier League,31-365,1993,4.1,1,5,2,40.0,1.23,0.49,0.20,0.50,25.6,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches
1946,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26-187,1998,18.0,6,39,16,41.0,2.17,0.89,0.15,0.38,20.5,1,0,0,3.4,3.4,0.09,+2.6,+2.6,Matches
1947,Pepe Reina,es ESP,GK,Como,it Serie A,42-154,1982,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1948,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22-248,2002,13.9,1,16,5,31.3,1.15,0.36,0.06,0.20,17.9,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
1949,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24-227,2000,14.2,0,12,2,16.7,0.85,0.14,0.00,0.00,18.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
1950,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29-314,1995,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1951,Devyne Rensch,nl NED,DF,Roma,it Serie A,22-014,2003,0.8,0,1,1,100.0,1.30,1.30,0.00,0.00,21.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1952,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19-327,2005,18.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1953,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25-278,1999,12.7,16,53,21,39.6,4.18,1.65,0.26,0.67,12.7,1,2,2,9.2,7.7,0.14,+6.8,+6.3,Matches
1954,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,27-092,1997,15.0,1,19,5,26.3,1.27,0.33,0.05,0.20,19.0,1,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
1955,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,22-080,2002,1.8,2,3,2,66.7,1.64,1.09,0.67,1.00,18.3,0,0,0,0.2,0.2,0.06,+1.8,+1.8,Matches
1956,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21-229,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1957,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,25-176,1999,16.0,0,8,1,12.5,0.50,0.06,0.00,0.00,10.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
1958,Samuele Ricci,it ITA,MF,Torino,it Serie A,23-164,2001,20.6,1,17,6,35.3,0.83,0.29,0.06,0.17,24.8,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
1959,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,26-018,1999,18.3,1,24,7,29.2,1.31,0.38,0.04,0.14,20.8,0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches
1960,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,24-310,2000,9.9,0,4,3,75.0,0.41,0.30,0.00,0.00,12.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1961,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,23-008,2002,5.4,0,5,3,60.0,0.93,0.56,0.00,0.00,18.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
1962,Richarlison,br BRA,FW,Tottenham,eng Premier League,27-267,1997,2.2,2,5,3,60.0,2.24,1.34,0.40,0.67,8.0,0,0,0,1.0,1.0,0.21,+1.0,+1.0,Matches
1963,Diego Rico,es ESP,DF,Getafe,es La Liga,31-344,1993,18.0,0,12,3,25.0,0.67,0.17,0.00,0.00,29.3,1,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
1964,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,22-351,2002,7.3,1,15,5,33.3,2.06,0.69,0.07,0.20,21.4,5,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
1965,Luis Rioja,es ESP,FW,Alavés,es La Liga,31-108,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1966,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,31-108,1993,18.3,4,13,4,30.8,0.71,0.22,0.15,0.50,21.4,0,2,2,2.6,1.0,0.08,+1.4,+1.0,Matches
1967,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,24-305,2000,4.5,0,11,4,36.4,2.45,0.89,0.00,0.00,17.3,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
1968,Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,19-155,2005,0.8,0,4,1,25.0,5.22,1.30,0.00,0.00,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1969,Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,es La Liga,29-093,1995,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1970,Lars Ritzka,de GER,"DF,FW",St. Pauli,de Bundesliga,26-270,1998,5.5,0,5,0,0.0,0.91,0.00,0.00,,24.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
1971,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,20-184,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1972,Sergi Roberto,es ESP,MF,Como,it Serie A,32-360,1992,6.9,0,6,1,16.7,0.87,0.15,0.00,0.00,23.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
1973,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30-327,1994,17.3,0,6,2,33.3,0.35,0.12,0.00,0.00,15.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
1974,Antonee Robinson,us USA,DF,Fulham,eng Premier League,27-177,1997,23.0,0,13,2,15.4,0.57,0.09,0.00,0.00,21.3,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
1975,Marc Roca,es ESP,MF,Betis,es La Liga,28-067,1996,8.8,0,9,1,11.1,1.02,0.11,0.00,0.00,18.2,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1976,Rodri,es ESP,MF,Manchester City,eng Premier League,28-224,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1977,Rodri,es ESP,FW,Betis,es La Liga,24-261,2000,1.3,0,2,2,100.0,1.53,1.53,0.00,0.00,22.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1978,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20-202,2004,5.7,2,13,4,30.8,2.28,0.70,0.15,0.50,15.8,0,0,0,0.6,0.6,0.05,+1.4,+1.4,Matches
1979,Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,es La Liga,26-218,1998,8.5,1,15,4,26.7,1.76,0.47,0.07,0.25,24.4,5,0,0,1.0,1.0,0.07,0.0,0.0,Matches
1980,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21-321,2003,6.9,0,1,0,0.0,0.14,0.00,0.00,,25.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1981,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36-240,1988,12.9,3,16,6,37.5,1.24,0.47,0.19,0.50,17.4,0,0,0,1.8,1.8,0.11,+1.2,+1.2,Matches
1982,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30-295,1994,11.3,0,8,1,12.5,0.71,0.09,0.00,0.00,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1983,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33-204,1991,1.6,0,4,2,50.0,2.57,1.29,0.00,0.00,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1984,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21-220,2003,14.0,1,5,1,20.0,0.36,0.07,0.20,1.00,12.2,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
1985,Jesus Rodríguez,es ESP,FW,Betis,es La Liga,19-072,2005,2.8,1,3,3,100.0,1.09,1.09,0.33,0.33,17.2,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
1986,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28-333,1996,18.8,0,20,8,40.0,1.06,0.43,0.00,0.00,22.0,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches
1987,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,32-160,1992,5.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1988,Rodrygo,br BRA,FW,Real Madrid,es La Liga,24-023,2001,13.3,6,32,14,43.8,2.40,1.05,0.19,0.43,16.5,2,0,0,2.7,2.6,0.08,+3.3,+3.4,Matches
1989,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25-222,1999,12.2,0,5,2,40.0,0.41,0.16,0.00,0.00,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1990,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,22-190,2002,20.1,6,36,11,30.6,1.79,0.55,0.17,0.55,17.1,0,0,0,3.7,3.7,0.10,+2.3,+2.3,Matches
1991,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22-211,2002,6.3,0,8,2,25.0,1.27,0.32,0.00,0.00,17.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
1992,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,30-020,1995,15.7,0,7,2,28.6,0.45,0.13,0.00,0.00,8.4,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches
1993,Leo Román,es ESP,GK,Mallorca,es La Liga,24-210,2000,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1994,Carlos Romero,es ESP,"DF,MF",Espanyol,es La Liga,23-095,2001,12.5,1,12,2,16.7,0.96,0.16,0.08,0.50,22.0,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
1995,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26-280,1998,10.8,1,11,4,36.4,1.02,0.37,0.09,0.25,9.4,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
1996,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24-259,2000,14.6,2,35,11,31.4,2.40,0.76,0.06,0.18,17.9,0,0,1,4.3,3.5,0.10,-2.3,-1.5,Matches
1997,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,20-075,2004,2.2,0,1,0,0.0,0.45,0.00,0.00,,38.7,0,0,1,0.8,0.0,0.02,-0.8,0.0,Matches
1998,Oriol Romeu,es ESP,MF,Girona,es La Liga,33-130,1991,9.8,0,2,0,0.0,0.21,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1999,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,30-056,1994,7.9,2,9,5,55.6,1.15,0.64,0.22,0.40,20.1,0,0,0,0.8,0.8,0.09,+1.2,+1.2,Matches
2000,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33-309,1991,20.0,3,6,3,50.0,0.30,0.15,0.50,1.00,24.5,0,0,0,0.2,0.2,0.04,+2.8,+2.8,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2001,Vitor Roque,br BRA,FW,Betis,es La Liga,19-339,2005,12.9,4,39,17,43.6,3.02,1.32,0.10,0.24,14.5,0,0,0,6.0,6.0,0.15,-2.0,-2.0,Matches
2002,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,28-025,1997,13.1,1,8,3,37.5,0.61,0.23,0.00,0.00,15.5,0,1,1,2.2,1.4,0.18,-1.2,-1.4,Matches
2003,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,23-013,2002,7.8,1,4,2,50.0,0.52,0.26,0.25,0.50,13.9,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
2004,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21-357,2003,9.4,0,3,0,0.0,0.32,0.00,0.00,,14.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2005,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,28-166,1996,16.1,0,6,1,16.7,0.37,0.06,0.00,0.00,20.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2006,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,20-095,2004,10.9,2,14,5,35.7,1.28,0.46,0.14,0.40,11.5,0,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
2007,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23-248,2001,12.5,1,4,1,25.0,0.32,0.08,0.25,1.00,7.2,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches
2008,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,21-025,2004,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2009,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,32-026,1993,0.9,0,1,0,0.0,1.15,0.00,0.00,,19.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2010,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-059,2001,17.3,0,16,6,37.5,0.93,0.35,0.00,0.00,27.9,2,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
2011,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21-277,2003,5.4,2,26,11,42.3,4.84,2.05,0.08,0.18,16.9,0,0,0,2.4,2.4,0.09,-0.4,-0.4,Matches
2012,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30-343,1994,22.0,1,20,2,10.0,0.91,0.09,0.05,0.50,8.6,0,0,0,1.9,1.9,0.10,-0.9,-0.9,Matches
2013,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,18-083,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2014,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31-335,1993,19.9,0,19,3,15.8,0.95,0.15,0.00,0.00,18.2,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
2015,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22-205,2002,14.7,0,2,2,100.0,0.14,0.14,0.00,0.00,16.1,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
2016,Aitor Ruibal,es ESP,"FW,DF",Betis,es La Liga,28-316,1996,7.1,0,9,2,22.2,1.27,0.28,0.00,0.00,17.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
2017,Abel Ruiz,es ESP,FW,Girona,es La Liga,25-004,2000,10.8,3,18,6,33.3,1.67,0.56,0.11,0.33,13.2,0,1,1,3.1,2.4,0.13,-0.1,-0.4,Matches
2018,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21-281,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2019,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28-304,1996,11.8,2,28,7,25.0,2.37,0.59,0.07,0.29,18.6,0,0,0,2.4,2.4,0.09,-0.4,-0.4,Matches
2020,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32-257,1992,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
